,Review_title,Review_text,Ratings
3213,Mind-blowing purchase,"Everything is good as per the specification.
You can play heavy games like Gta v, read dead redemption 2 and forza horizon 5 with extreme graphics and no doubt performance wise it awesome!
The people who were confused like me between ryzen and intel i will clear your doubts after doing 1 month of extensive research.
1. ryzen edition is power efficient and will work longer on battery in laptop.
2. One shop keeper told me that intel edition has all parts seperate like cpu gpu wifi card etc and ...
READ MORE",5
3214,Simply awesome,"Mine gives 5-6hrs of battery backup under normal usage
Tip for new buyers - as soon as you get the laptop, update the drivers, especially install the BIOS update right away if you want good battery backup and performance",5
3215,Excellent,"My review

Battery 5/4
Performance 5/5
Display 5/4
Speakers 5/3
Design 5/4
Software 5/5",5
3216,Awesome,"Dell G15 5515 (RYZEN 5 5600H) White
I am now currently writing this review on DELL G15
I am using this this device form nearly 2.5 months
Honestly this is a very good laptop in all criteria
My laptop color is white and in this color some texchars look like dust
But this laptop battery is average (Balanced Mode - 6-7 hours)",5
3217,Highly recommended,Good product,5
3218,Fabulous!,Awesome Product Gaming Beast 🙌,5
3219,Brilliant,Just Amazing... I'm Civil Engineer My first laptop dell i3 and second also dell ryzen 5...this laptop fulfilled my requirements.(with MS office lifetime),5
3220,Delightful,"its doing quiet well till now
bought it for my brother",4
3221,Classy product,Great!!,5
3222,Really Nice,"Bought this product a couple of days back and this is my initial impression.

Build: The laptop has a solid plastic build quality and is quite heavy (u cant expect much from a gaming laptop). The keyboard has a nice tactile feedback and the trackpad is ok. The phantom grey color gives this an old school, conventional looking laptop design. Wish Ryzen edition had the black color.

Screen: The screen is a major setback. You can see screen bleeding around the corners when under a black backgrou...
READ MORE",4
3223,Mind-blowing purchase,"Everything is good as per the specification.
You can play heavy games like Gta v, read dead redemption 2 and forza horizon 5 with extreme graphics and no doubt performance wise it awesome!
The people who were confused like me between ryzen and intel i will clear your doubts after doing 1 month of extensive research.
1. ryzen edition is power efficient and will work longer on battery in laptop.
2. One shop keeper told me that intel edition has all parts seperate like cpu gpu wifi card etc and ...
READ MORE",5
3224,Simply awesome,"Mine gives 5-6hrs of battery backup under normal usage
Tip for new buyers - as soon as you get the laptop, update the drivers, especially install the BIOS update right away if you want good battery backup and performance",5
3225,Excellent,"My review

Battery 5/4
Performance 5/5
Display 5/4
Speakers 5/3
Design 5/4
Software 5/5",5
3226,Awesome,"Dell G15 5515 (RYZEN 5 5600H) White
I am now currently writing this review on DELL G15
I am using this this device form nearly 2.5 months
Honestly this is a very good laptop in all criteria
My laptop color is white and in this color some texchars look like dust
But this laptop battery is average (Balanced Mode - 6-7 hours)",5
3227,Highly recommended,Good product,5
3228,Fabulous!,Awesome Product Gaming Beast 🙌,5
3229,Brilliant,Just Amazing... I'm Civil Engineer My first laptop dell i3 and second also dell ryzen 5...this laptop fulfilled my requirements.(with MS office lifetime),5
3230,Delightful,"its doing quiet well till now
bought it for my brother",4
3231,Classy product,Great!!,5
3232,Very Good,Laptop is good but weight is more,4
3233,Good quality product,"Good laptop under 70k.
Good Things
- Performance
- Graphics card
- 2 SSD slot
- WiFi card upgradable
Bad Things
- No HDD slot
- Display is ok
- Only one backlight color",4
3234,Good quality product,Value for money laptop with rtx 3050,4
3235,Very poor,Worst experience with flipkart,1
3236,Nice product,Good laptop 👍🏻,4
3237,Perfect product!,just awesome,5
3238,Excellent,Awsm performance 16gb ram.... Gamers laptop in such low price.... Amazing,5
3239,Very Good,Laptop is good but weight is more,4
3240,Good quality product,"Good laptop under 70k.
Good Things
- Performance
- Graphics card
- 2 SSD slot
- WiFi card upgradable
Bad Things
- No HDD slot
- Display is ok
- Only one backlight color",4
3241,Good quality product,Value for money laptop with rtx 3050,4
3242,Very poor,Worst experience with flipkart,1
3243,Nice product,Good laptop 👍🏻,4
3244,Perfect product!,just awesome,5
3245,Excellent,Awsm performance 16gb ram.... Gamers laptop in such low price.... Amazing,5
3246,Good choice,Good product value for money,4
3247,Not recommended at all,vary slow work and hanging from first time.,1
3248,Awesome,Nice and handy laptop with 1 tb storage and good performance. Intel i3 14 inch,5
3249,Mind-blowing purchase,Good product,5
3250,Not good,It is taking a lot of tym to process in the very first day I was faced this problem.. too much lag..problems in booting and slow processor I was not satisfied with this asus product,2
3251,Horrible,It's totally worth for money..it's very slow process plz don't buy this product,1
3252,Hated it!,It's very slow..... Purchased it for my son for online classes due to 8 GB RAM and 1 TB hardisk but failed to use it due to very slow processing and internet browsing...Not recommended for purchase....and not value for money.,1
3253,Useless product,Battery breakup issue. only one hours backup,1
3254,Terrific purchase,Good,5
3255,Unsatisfactory,"Too much slow, Don't Buy",1
3256,Good choice,Good product value for money,4
3257,Not recommended at all,vary slow work and hanging from first time.,1
3258,Awesome,Nice and handy laptop with 1 tb storage and good performance. Intel i3 14 inch,5
3259,Mind-blowing purchase,Good product,5
3260,Not good,It is taking a lot of tym to process in the very first day I was faced this problem.. too much lag..problems in booting and slow processor I was not satisfied with this asus product,2
3261,Horrible,It's totally worth for money..it's very slow process plz don't buy this product,1
3262,Hated it!,It's very slow..... Purchased it for my son for online classes due to 8 GB RAM and 1 TB hardisk but failed to use it due to very slow processing and internet browsing...Not recommended for purchase....and not value for money.,1
3263,Useless product,Battery breakup issue. only one hours backup,1
3264,Terrific purchase,Good,5
3265,Unsatisfactory,"Too much slow, Don't Buy",1
3266,Absolute rubbish!,Laptop is hanging too much,1
3267,Waste of money!,Worsted product and worst responce by customer care and don't buy in flipkart,1
3268,Just wow!,Nice product,5
3269,Worthless,Very bad West of money and vest of service for flipkart I never used in future.,1
3270,Pretty good,good,4
3271,Don't waste your money,Very slow processing even a pdf opening taking too much time time. Very disappointed 😞😞😞.,1
3272,Not recommended at all,Extremely bad purchase. It hangs and runs very slow and Flipkart has rejected the return. Never buy Laptops from Flipkart,1
